Position,Title,Author,Description,Article link,PDF Link,Research Methods,Focus Areas,Topics or Themes,Geographical Focus,Temporal Focus
70,Demystifying the Mysteries of Security Vulnerability Discussions on Developer Q&A Sites,"THM Le, R Croft, D Hin, MA Babar - CoRR abs/2008.04176, 2020 - researchgate.net","… To demystify such mysteries, we conduct large-scale qualitative … Therefore, we use Latent
Dirichlet Allocation topic modeling to … We manually mapped the topics with the representative …",https://www.researchgate.net/profile/Triet_Le8/publication/343567999_Demystifying_the_Mysteries_of_Security_Vulnerability_Discussions_on_Developer_QA_Sites/links/5f34c7c3458515b7291beeaa/Demystifying-the-Mysteries-of-Security-Vulnerability-Discussions-on-Developer-Q-A-Sites.pdf,https://www.researchgate.net/profile/Triet_Le8/publication/343567999_Demystifying_the_Mysteries_of_Security_Vulnerability_Discussions_on_Developer_QA_Sites/links/5f34c7c3458515b7291beeaa/Demystifying-the-Mysteries-of-Security-Vulnerability-Discussions-on-Developer-Q-A-Sites.pdf,,,,,Current Issues
71,"Hardware vulnerability description, sharing and reporting: challenges and opportunities","J Bellay, D Forte, R Martin, C Taylor - GOMACTech, 2021 - par.nsf.gov","… By and large, these vulnerabilities were complicated to mitigate and incurred significant …
However, the space mapping hardware weaknesses to assurance tools and data is largely …",https://par.nsf.gov/servlets/purl/10237521,https://par.nsf.gov/servlets/purl/10237521,,,,,
72,A Framework for Modeling the Software Assurance Ecosystem: Insights from the Software Assurance Landscape Project,"L Brownsword, CC Woody, CJ Alberts… - 2010 - pstorage-cmu-348901238291901.s3 …","… [SEI]) as we developed the value mapping models. We would also like to … huge task.
Therefore, we devised an incremental approach to develop and apply the Assurance Modeling …",http://pstorage-cmu-348901238291901.s3.amazonaws.com/12056687/file.pdf,http://pstorage-cmu-348901238291901.s3.amazonaws.com/12056687/file.pdf,,,,,
73,ML-FEED: Machine Learning Framework for Efficient Exploit Detection (Extended version),"T Saha, T Al-Rahat, N Aaraj, Y Tian, NK Jha - arXiv preprint arXiv …, 2023 - arxiv.org","… the execution of a CVE/CWE vulnerability fingerprint. Prior ML-… , we map the entities to their
related programming language-… an NLP model that learns word associations from a large text …",https://arxiv.org/abs/2301.04314,https://arxiv.org/pdf/2301.04314,,,,,
74,Cross-site scripting guardian: A static XSS detector based on data stream input-output association mining,"C Li, Y Wang, C Miao, C Huang - Applied Sciences, 2020 - mdpi.com","… report of an XSS vulnerability in CVE/CWE [38], we suppose … Therefore, we need suitable
methods to map the discrete text … It integrates the CBOW, Skip-Gram two language models as …",https://www.mdpi.com/2076-3417/10/14/4740,https://www.mdpi.com/2076-3417/10/14/4740/pdf,,,,,
75,Cybersecurity knowledge graphs,"LF Sikos - Knowledge and Information Systems, 2023 - Springer","… This paper reviews the most prominent graph-based data models used in this domain, along
with knowledge organization systems that define concepts and properties utilized in formal …",https://link.springer.com/article/10.1007/s10115-023-01860-3,https://link.springer.com/article/10.1007/s10115-023-01860-3,,,,,
76,Developing Cross-Domain Host-Based Intrusion Detection,"O Ajayi, A Gangopadhyay, RF Erbacher, C Bursat - Electronics, 2022 - mdpi.com","… models evaluation, plotting the confusion matrix to see the actual performance of individual
attack class from experience exposes huge … not have a definite CVE/CWE id attached to it. To …",https://www.mdpi.com/2079-9292/11/21/3631,https://www.mdpi.com/2079-9292/11/21/3631/pdf,,,,,
77,Cybersecurity Entity Alignment via Masked Graph Attention Networks,"Y Qin, X Liao - arXiv preprint arXiv:2207.01434, 2022 - arxiv.org","… Integrating such vulnerability information is essential for an organization to gain a big picture
of … We use a set of nodes V to denote security entities with a mapping ψ : V→A to the entity …",https://arxiv.org/abs/2207.01434,https://arxiv.org/pdf/2207.01434,,,,,
78,An ontology for vulnerability lifecycle,"R Wita, N Jiamnapanon… - 2010 Third International …, 2010 - ieeexplore.ieee.org","… from reliable sources, classified and mapped to vulnerability lifecycle concept by domain …
public because they reflect the concern of the public at large. For example, a lot of hits on the …",https://ieeexplore.ieee.org/abstract/document/5453687/,,,,,,
79,Machine Learning Based Risk Classification of Vulnerabilities Incorporating Mitre Att&Ck Framework and Threat Intelligence,S Subbaratinam - 2022 - search.proquest.com,"This paper investigates the relationship between operational context and vulnerability
assessment effectiveness through a comparison of the context-agnostic Common Vulnerability …",https://search.proquest.com/openview/58cd98fd957ca272b041236bc97ae1ae/1?pq-origsite=gscholar&cbl=18750&diss=y,,,,,,
80,"Detection, avoidance, and attack pattern mechanisms in modern web application vulnerabilities: present and future challenges","S Gupta, BB Gupta - International Journal of Cloud Applications and …, 2017 - igi-global.com","In this paper, we present comprehensive survey of secured web application by identifying
numerous serious threats faced by several-related organizations. Based on this, we have …",https://www.igi-global.com/article/detection-avoidance-and-attack-pattern-mechanisms-in-modern-web-application-vulnerabilities/182251,https://dl.acm.org/doi/abs/10.4018/IJCAC.2017070101,Surveys and Questionnaires,,,,Current Issues
81,Automesc: Automatic framework for mining and classifying ethereum smart contract vulnerabilities and their fixes,"M Soud, I Qasse, G Liebel, M Hamdaqa - arXiv preprint arXiv:2212.10660, 2022 - arxiv.org","… languages for Ethereum smart contracts. AutoMESC places an emphasis on extracting a large
… We mapped the tools’ vulnerabilities to the proposed vulnerability type classification in [37…",https://arxiv.org/abs/2212.10660,https://arxiv.org/pdf/2212.10660,,,,,
82,Semi-Supervised Text Classification: Automated Weak Vulnerability Detection,"A Duppils, M Tullberg - LU-CS-EX, 2020 - lup.lub.lu.se","… is de ned as language modeling and feature learning techniques in NLP that map symbols
(… the text is phrased di erently than CVE/CWE descriptions. The results for Debricked Labeled …",https://lup.lub.lu.se/student-papers/record/9023542/file/9023544.pdf,https://lup.lub.lu.se/student-papers/record/9023542/file/9023544.pdf,,,,,
83,Predicting exploit likelihood for cyber vulnerabilities with machine learning,M Edkrantz - 2015 - odr.chalmers.se,"… large number of users, but also because there are large … mappings was scraped of a
database using cve-portal2, a tool using the cve-search project. In total, 421,000 CAPEC mappings …",http://odr.chalmers.se/items/b4485699-85b0-43e6-a5ea-812914ca2c76,http://odr.chalmers.se/bitstreams/de0fb5fc-b969-4338-89bb-1b48e42e69e2/download,,,,,
84,Utilizing public repositories to improve the decision process for security defect resolution and information reuse in the development environment,AF Salen - 2021 - bora.uib.no,"… Unlike other machine learning techniques, large neural networks tend to increase their …
learning model later on, as well as how we find the most similar security source mappings for …",https://bora.uib.no/bora-xmlui/handle/11250/2761762,https://bora.uib.no/bora-xmlui/bitstream/handle/11250/2761762/Master_Thesis_Anja_Fonn_Salen.pdf?sequence=1&isAllowed=y,,,,,
85,Linked data for software security concepts and vulnerability descriptions,AP Joshi - 2013 - search.proquest.com,"The Web is typically our first source of information about new software vulnerabilities, exploits
and cyber-attacks. Information is found in semi-structured vulnerability databases as well …",https://search.proquest.com/openview/6aa04c4a0d5feb819b753a116ca0e7a3/1?pq-origsite=gscholar&cbl=18750,https://ebiquity.umbc.edu/get/a/publication/683.pdf,,,,,
86,Measuring Software Security Using Improved CWE Base Scores,"SM Nourin, G Karabatis, FC Argiropoulos - UMBC Faculty Collection, 2021 - mdsoar.org","… because a large number of CWEs cannot be mapped with any … is not enough CVE/CWE
description data to train the model, and … to use a pre-trained model for sentence embedding. This …",https://mdsoar.org/handle/11603/24068,https://mdsoar.org/bitstream/handle/11603/24068/paper16.pdf?sequence=1&isAllowed=y,,,,,
87,A survey on vulnerability assessment tools and databases for cloud-based web applications,"K Kritikos, K Magoutis, M Papoutsakis, S Ioannidis - Array, 2019 - Elsevier","… For instance, if we consider OWASP, this organisation is both big and well-known for its
security … We suspect that they map vulnerability categories to certain risk levels to address this. …",https://www.sciencedirect.com/science/article/pii/S2590005619300116,https://www.sciencedirect.com/science/article/pii/S2590005619300116,,,,,
88,Standardizing cyber threat intelligence information with the structured threat information expression (stix),"S Barnum - Mitre Corporation, 2012 - stixproject.github.io","… They consist of one or more Observable patterns potentially mapped to a related TTP … ,
and conversations on these topics by a large number of individuals from many organizations, …",http://stixproject.github.io/about/STIX_Whitepaper_v1.1.pdf,http://stixproject.github.io/about/STIX_Whitepaper_v1.1.pdf,,,,,
89,Semantic concept recognition from structured and unstructured inputs within cyber security domain,AG Hoşsucu - 2015 - open.metu.edu.tr,"… is statically mapped to the defined knowledge base model. Therefore a dynamic approach
should be considered within the scope of this problem which automatically maps the given …",https://open.metu.edu.tr/handle/11511/24502,https://open.metu.edu.tr/bitstream/handle/11511/24502/index.pdf,,,,,
90,Towards an Improved Understanding of Software Vulnerability Assessment Using Data-Driven Approaches,"THM Le - arXiv preprint arXiv:2207.11708, 2022 - arxiv.org","… such as Google Search, YouTube, and Google Maps, contain more than two million lines
of code [2]. Quality assurance of such large systems is a focal point for both researchers and …",https://arxiv.org/abs/2207.11708,https://arxiv.org/pdf/2207.11708,,,,,
91,Application of knowledge graph in software engineering field: A systematic literature review,"L Wang, C Sun, C Zhang, W Nie, K Huang - Information and Software …, 2023 - Elsevier","… a knowledge base involving various fields utilizing a large amount of data and focuses on
the … In summary, code knowledge mapping is a promising approach for achieving intelligent …",https://www.sciencedirect.com/science/article/pii/S0950584923001829,,,,,,
92,On prototype pollution and security risks of developing with third-party software components,A Johansson - 2022 - diva-portal.org,"… , that has had a big impact on projects … the largest publicly available sources of such
information [28]. A well-known database that provides information connected to CVEs, like mapping …",https://www.diva-portal.org/smash/record.jsf?pid=diva2:1668307,https://www.diva-portal.org/smash/get/diva2:1668307/FULLTEXT02,,,,,
93,The effect of Bellwether analysis on software vulnerability severity prediction models,"PK Kudjo, J Chen, S Mensah, R Amankwah… - Software Quality …, 2020 - Springer","… a huge impact on several users. This is why this study chose to validate the proposed model
using … The proposed model offers a possible mapping of the severity scores in open-source …",https://link.springer.com/article/10.1007/s11219-019-09490-1,https://www.academia.edu/download/95372880/s11219-019-09490-120221207-1-16gd53i.pdf,,,,,
94,A Survey on Cybersecurity Knowledge Graph Construction,"X Zhao, R Jiang, Y Han, A Li, Z Peng - Computers & Security, 2023 - Elsevier","… mapping relation between the sample entity and the attack behavior, and realizes the mapping
… [94] created (to the best of our knowledge) the world's largest publicly available malware …",https://www.sciencedirect.com/science/article/pii/S0167404823004340,,,,,,
